lookback_months,holdings,rebalance,cost_bps,sharpe,cagr,ann_volatility,max_drawdown,calmar,sortino,ann_turnover,avg_exposure,n_periods
12,2,monthly,5,0.3069540623496205,0.03304130813336892,0.13612868041890017,-0.3083301462389265,0.10716210703498662,0.42511259548954344,4.9134416543574595,0.7999999999999998,2708
12,2,monthly,10,0.28890835900176814,0.030506852066232826,0.13612804685050742,-0.3086078498438397,0.0988531305398413,0.39980852487559865,4.9134416543574595,0.7999999999999998,2708
12,2,monthly,20,0.252772327403969,0.025453186845479037,0.13615054040444022,-0.30916325705366665,0.08232927511518841,0.34925965112782126,4.9134416543574595,0.7999999999999998,2708
12,2,quarterly,0,0.18501085494212166,0.01625625228279115,0.14070544988536796,-0.3472927645230266,0.04680849687472631,0.2561990678792358,2.828951255539144,0.7999999999999998,2708
12,2,quarterly,5,0.17495584262611677,0.014819558967655189,0.14070727551034867,-0.3472927645230266,0.0426716605743527,0.24215261186926462,2.828951255539144,0.7999999999999998,2708
12,2,quarterly,10,0.1648947069578088,0.013384111804402243,0.14071454900432645,-0.3472927645230264,0.03853841246241928,0.22811274237778048,2.828951255539144,0.7999999999999998,2708
12,2,quarterly,20,0.14475874817595633,0.010516953910391313,0.14074543558821362,-0.34729276452302615,0.030282674978372663,0.20005520921861814,2.828951255539144,0.7999999999999998,2708
12,3,weekly,0,0.5170954182833437,0.06886057950686575,0.15082096842659426,-0.261828115630261,0.262999179217662,0.7197219264585096,10.918759231905465,1.0,2708
12,3,weekly,5,0.4808172272175801,0.06303830171383473,0.15084620107772237,-0.26231963462906527,0.24031103048376246,0.6682545523468147,10.918759231905465,1.0,2708
12,3,weekly,10,0.44451673190147944,0.05724574626314394,0.15088312252194,-0.2628109899319998,0.21782097574365442,0.616907122303136,10.918759231905465,1.0,2708
12,3,weekly,20,0.3718827171847985,0.04574923663957109,0.15099199477650022,-0.26379320945025486,0.1734284090743371,0.5146084811841223,10.918759231905465,1.0,2708
12,3,monthly,0,0.5695936059516487,0.07648237880676545,0.14887839294141286,-0.2615190887725296,0.2924542876229205,0.7983739103446729,4.466765140324964,1.0,2708
12,3,monthly,5,0.554676549108942,0.0740850251522438,0.14885575791199834,-0.261766452005345,0.28301955649660965,0.7768891024533651,4.466765140324964,1.0,2708
12,3,monthly,10,0.5397357919675219,0.0716921492003828,0.14883840712252572,-0.2620138152381599,0.2736197293078518,0.7554086599308264,4.466765140324964,1.0,2708
12,3,monthly,20,0.5097894914250315,0.06691980323939495,0.1488195650935513,-0.2625085417037917,0.25492428857764804,0.7124556431906036,4.466765140324964,1.0,2708
12,3,quarterly,0,0.3205175283079351,0.03895574846396843,0.15848221955133726,-0.3193223950474674,0.12199504033588889,0.4422219450781537,2.8227474150664698,1.0,2708
12,3,quarterly,5,0.31164423981198314,0.037493251837847685,0.15846580579705608,-0.3195492990228891,0.11733166667081961,0.42979141659468606,2.8227474150664698,1.0,2708
12,3,quarterly,10,0.3027606985154981,0.03603208533899305,0.15845379572549742,-0.31977620299831044,0.11267907055355031,0.4173611306961832,2.8227474150664698,1.0,2708
12,3,quarterly,20,0.28496580621562956,0.033113740053499985,0.15844299026898756,-0.32023001094915393,0.10340611098676127,0.3924973176080373,2.8227474150664698,1.0,2708
12,4,weekly,0,0.5274386936832932,0.06905605806090631,0.14717802228082325,-0.35946191786873505,0.1921095243422241,0.7336762298586348,7.770310192023635,1.0,2708
12,4,weekly,5,0.5009487895697693,0.06490737722657469,0.1472051240567092,-0.36075150791795063,0.1799226775272059,0.6961235185246218,7.770310192023635,1.0,2708
12,4,weekly,10,0.4744471713865345,0.06077368970052843,0.1472388873444278,-0.3620388256459688,0.16786511665452677,0.6586309952281199,7.770310192023635,1.0,2708
12,4,weekly,20,0.4214232627603686,0.0525510938513023,0.1473263792320472,-0.36460665786515734,0.14413092223548288,0.5838425358947855,7.770310192023635,1.0,2708
12,4,monthly,0,0.5732201205398535,0.0777716917107476,0.15042018734423157,-0.3570951146718917,0.21778985070183965,0.806161369674814,3.5827178729689813,1.0,2708
12,4,monthly,5,0.5613448414960817,0.07584460719658215,0.15041114256893487,-0.35741891980453055,0.21220087408372487,0.7889749700750006,3.5827178729689813,1.0,2708
12,4,monthly,10,0.5494547372847393,0.073920364132402,0.15040576491615973,-0.35774264337402284,0.20663000484154653,0.7717923911385246,3.5827178729689813,1.0,2708
12,4,monthly,20,0.5256335233875079,0.07008038890927493,0.15040601228332667,-0.3583898458235686,0.19554233951085417,0.7374388030469889,3.5827178729689813,1.0,2708
12,4,quarterly,0,0.4693220562126257,0.06100164224832194,0.15027641069554806,-0.326245565806523,0.18698075511775208,0.6525686761205541,2.000738552437223,1.0,2708
12,4,quarterly,5,0.4627024303373373,0.059942913257971187,0.15026431726537345,-0.3264146199004948,0.18364040580119959,0.6431737537486223,2.000738552437223,1.0,2708
12,4,quarterly,10,0.4560732417483548,0.05888479243774025,0.1502550231904668,-0.32658367399446675,0.18030537692688806,0.6337733747812133,2.000738552437223,1.0,2708
12,4,quarterly,20,0.44278764691392625,0.05677037475573177,0.1502448350279865,-0.3269217821824105,0.1736512458018351,0.6149555235280625,2.000738552437223,1.0,2708
